"index","Date and time"," water level (m ODN)"," flag"," HW=1 or LW=0"
"2073","25/05/1913 05:07:00","  3.2050","1",""
"2074","25/05/1913 11:37:00"," -2.3065","0",""
"2075","25/05/1913 17:17:00","  2.9764","1",""
"2076","25/05/1913 23:57:00"," -2.4589","0",""
"2077","26/05/1913 05:49:00","  3.0526","1",""
"2078","26/05/1913 12:05:00"," -1.9763","0",""
"2079","26/05/1913 17:50:00","  2.7986","1",""
"2080","27/05/1913 06:28:00","  2.8240","1",""
"2081","27/05/1913 12:22:00"," -2.2303","0",""
"2082","27/05/1913 12:40:00"," -1.8747","0",""
"2083","27/05/1913 18:37:00","  2.5954","1",""
"2084","28/05/1913 01:03:00"," -2.1287","0",""
"2085","28/05/1913 07:36:00","  2.6716","1",""
"2086","28/05/1913 13:30:00"," -1.7478","0",""
"2087","28/05/1913 19:43:00","  2.3160","1",""
"2088","29/05/1913 01:42:00"," -2.0779","0",""
"2089","29/05/1913 08:40:00","  2.5446","1",""
"2090","29/05/1913 14:27:00"," -1.5954","0",""
"2091","29/05/1913 20:34:00","  2.6208","1",""
"2092","30/05/1913 03:09:00"," -1.9001","0",""
"2093","30/05/1913 09:47:00","  2.6970","1",""
"2094","30/05/1913 16:00:00"," -1.8239","0",""
"2095","30/05/1913 22:00:00","  2.5700","1",""
"2096","31/05/1913 04:37:00"," -2.0271","0",""
"2097","31/05/1913 10:52:00","  2.7478","1",""
"2098","31/05/1913 17:05:00"," -1.9763","0",""
"2099","31/05/1913 22:55:00","  2.6462","1",""
"2100","01/06/1913 05:18:00"," -2.1033","0",""
"2101","01/06/1913 11:32:00","  3.1542","1",""
"2102","01/06/1913 17:55:00"," -1.9255","0",""
"2103","01/06/1913 23:38:00","  3.0780","1",""
"2104","02/06/1913 06:18:00"," -2.2049","0",""
"2105","02/06/1913 12:18:00","  3.1034","1",""
"2106","02/06/1913 18:50:00"," -2.2811","0",""
"2107","03/06/1913 07:10:00"," -2.3827","0",""
"2108","03/06/1913 12:25:00","  3.0526","1",""
"2109","03/06/1913 13:00:00","  3.3320","1",""
"2110","03/06/1913 19:33:00"," -2.2811","0",""
"2111","04/06/1913 01:03:00","  3.4844","1",""
"2112","04/06/1913 07:58:00"," -2.3319","0",""
"2113","04/06/1913 13:38:00","  3.4590","1",""
"2114","04/06/1913 20:30:00"," -2.4589","0",""
"2115","05/06/1913 01:48:00","  3.4336","1",""
"2116","05/06/1913 08:48:00"," -2.5097","0",""
"2117","05/06/1913 14:11:00","  3.4844","1",""
"2118","05/06/1913 21:18:00"," -2.5351","0",""
"2119","06/06/1913 02:30:00","  3.5098","1",""
"2120","06/06/1913 09:30:00"," -2.5097","0",""
"2121","06/06/1913 14:45:00","  3.4336","1",""
"2122","06/06/1913 22:08:00"," -2.7637","0",""
"2123","07/06/1913 03:09:00","  3.5098","1",""
"2124","07/06/1913 10:38:00"," -2.7129","0",""
"2125","07/06/1913 15:33:00","  3.0018","1",""
"2126","07/06/1913 22:38:00"," -2.7383","0",""
"2127","08/06/1913 04:00:00","  3.8146","1",""
"2128","08/06/1913 11:00:00"," -2.3319","0",""
"2129","08/06/1913 16:18:00","  3.3320","1",""
"2130","08/06/1913 23:15:00"," -2.4589","0",""
"2131","09/06/1913 04:48:00","  3.5098","1",""
"2132","09/06/1913 11:40:00"," -2.3827","0",""
"2133","09/06/1913 17:10:00","  3.2304","1",""
"2134","10/06/1913 05:32:00","  2.9256","1",""
"2135","10/06/1913 12:35:00"," -2.7637","0",""
"2136","10/06/1913 12:40:00"," -2.7637","0",""
"2137","10/06/1913 18:00:00","  3.2050","1",""
"2138","11/06/1913 06:29:00","  3.6876","1",""
"2139","11/06/1913 12:57:00"," -2.3065","0",""
"2140","11/06/1913 13:05:00"," -1.9509","0",""
"2141","11/06/1913 18:52:00","  3.0526","1",""
"2142","12/06/1913 02:00:00"," -2.5859","0",""
"2143","12/06/1913 07:35:00","  3.2050","1",""
"2144","12/06/1913 13:58:00"," -1.9001","0",""
"2145","12/06/1913 19:53:00","  3.0780","1",""
"2146","13/06/1913 03:10:00"," -2.4843","0",""
"2147","13/06/1913 08:57:00","  3.1542","1",""
"2148","13/06/1913 15:12:00"," -2.0779","0",""
"2149","13/06/1913 21:12:00","  3.0780","1",""
"2150","14/06/1913 04:20:00"," -2.4843","0",""
"2151","14/06/1913 10:08:00","  3.0526","1",""
"2152","14/06/1913 16:25:00"," -2.1795","0",""
"2153","14/06/1913 22:23:00","  2.9510","1",""
"2154","15/06/1913 05:22:00"," -2.6240","0",""
"2155","15/06/1913 11:09:00","  3.2050","1",""
"2156","15/06/1913 17:33:00"," -2.2303","0",""
"2157","15/06/1913 23:20:00","  3.0907","1",""
"2158","16/06/1913 06:23:00"," -2.6113","0",""
"2159","16/06/1913 11:58:00","  3.2558","1",""
"2160","16/06/1913 18:40:00"," -2.3827","0",""
"2161","17/06/1913 07:20:00"," -2.5859","0",""
"2162","17/06/1913 12:22:00","  3.3066","1",""
"2163","17/06/1913 12:48:00","  3.3828","1",""
"2164","17/06/1913 19:38:00"," -2.4843","0",""
"2165","18/06/1913 01:10:00","  3.4209","1",""
"2166","18/06/1913 08:18:00"," -2.6113","0",""
"2167","18/06/1913 13:40:00","  3.3828","1",""
"2168","18/06/1913 20:33:00"," -2.5859","0",""
"2169","19/06/1913 02:02:00","  3.4590","1",""
"2170","19/06/1913 09:00:00"," -2.6113","0",""
"2171","19/06/1913 14:20:00","  3.4082","1",""
"2172","19/06/1913 21:22:00"," -2.6621","0",""
"2173","20/06/1913 02:43:00","  3.5606","1",""
"2174","20/06/1913 09:33:00"," -2.4589","0",""
"2175","20/06/1913 15:03:00","  3.4844","1",""
"2176","20/06/1913 22:06:00"," -2.5859","0",""
"2177","21/06/1913 03:25:00","  3.5479","1",""
"2178","21/06/1913 10:15:00"," -2.3827","0",""
"2179","21/06/1913 15:40:00","  3.4082","1",""
"2180","21/06/1913 22:43:00"," -2.6113","0",""
"2181","22/06/1913 04:10:00","  3.4844","1",""
"2182","22/06/1913 10:50:00"," -2.3573","0",""
"2183","22/06/1913 16:15:00","  3.3320","1",""
"2184","22/06/1913 23:22:00"," -2.6621","0",""
"2185","23/06/1913 04:50:00","  3.2050","1",""
"2186","23/06/1913 11:25:00"," -2.4081","0",""
"2187","23/06/1913 16:53:00","  2.9764","1",""
"2188","23/06/1913 23:57:00"," -2.6621","0",""
"2189","24/06/1913 05:25:00","  3.0145","1",""
"2190","24/06/1913 11:55:00"," -2.1795","0",""
"2191","24/06/1913 17:32:00","  2.9256","1",""
"2192","25/06/1913 06:03:00","  2.8240","1",""
"2193","25/06/1913 12:30:00"," -2.5097","0",""
"2194","25/06/1913 12:40:00"," -2.1033","0",""
"2195","25/06/1913 18:10:00","  2.7732","1",""
"2196","26/06/1913 01:00:00"," -2.4335","0",""
"2197","26/06/1913 06:55:00","  2.7986","1",""
"2198","26/06/1913 13:15:00"," -2.0271","0",""
"2199","26/06/1913 18:52:00","  2.6462","1",""
"2200","27/06/1913 01:30:00"," -2.3065","0",""
"2201","27/06/1913 07:38:00","  2.6462","1",""
"2202","27/06/1913 13:40:00"," -1.8239","0",""
"2203","27/06/1913 19:40:00","  2.6716","1",""
"2204","28/06/1913 02:16:00"," -2.0271","0",""
"2205","28/06/1913 08:30:00","  2.4430","1",""
"2206","28/06/1913 14:42:00"," -2.0779","0",""
"2207","28/06/1913 20:48:00","  2.4176","1",""
"2208","29/06/1913 03:18:00"," -2.2430","0",""
"2209","29/06/1913 09:38:00","  2.7478","1",""
"2210","29/06/1913 15:30:00"," -1.6462","0",""
"2211","29/06/1913 21:20:00","  2.6716","1",""
"2212","30/06/1913 04:10:00"," -2.0779","0",""
"2213","30/06/1913 10:42:00","  2.6970","1",""
"2214","30/06/1913 16:52:00"," -1.9763","0",""
"2215","30/06/1913 22:58:00","  2.5954","1",""
"2216","01/07/1913 05:22:00"," -2.2049","0",""
"2217","01/07/1913 11:46:00","  2.8494","1",""
"2218","01/07/1913 18:08:00"," -2.1033","0",""
"2219","01/07/1913 23:57:00","  2.9002","1",""
"2220","02/07/1913 06:32:00"," -2.2176","0",""
"2221","02/07/1913 12:35:00","  3.0780","1",""
"2222","02/07/1913 18:58:00"," -2.1287","0",""
"2223","03/07/1913 07:32:00"," -2.2811","0",""
"2224","03/07/1913 12:55:00","  3.1796","1",""
"2225","03/07/1913 13:20:00","  3.3066","1",""
"2226","03/07/1913 20:06:00"," -2.3827","0",""
"2227","04/07/1913 01:42:00","  3.4082","1",""
"2228","04/07/1913 08:28:00"," -2.3700","0",""
"2229","04/07/1913 14:08:00","  3.5860","1",""
"2230","04/07/1913 21:00:00"," -2.4335","0",""
"2231","05/07/1913 02:25:00","  3.7638","1",""
"2232","05/07/1913 09:22:00"," -2.3573","0",""
"2233","05/07/1913 14:50:00","  3.5606","1",""
"2234","05/07/1913 22:03:00"," -2.7129","0",""
"2235","06/07/1913 03:10:00","  3.6622","1",""
"2236","06/07/1913 10:10:00"," -2.5351","0",""
"2237","06/07/1913 15:33:00","  3.8146","1",""
"2238","06/07/1913 22:45:00"," -2.5859","0",""
"2239","07/07/1913 03:58:00","  3.9416","1",""
"2240","07/07/1913 16:18:00","  3.8146","1",""
"2241","07/07/1913 23:30:00"," -2.6367","0",""
"2242","08/07/1913 04:44:00","  3.8146","1",""
"2243","08/07/1913 11:40:00"," -2.5351","0",""
"2244","08/07/1913 17:02:00","  3.5098","1",""
"2245","09/07/1913 05:32:00","  3.7003","1",""
"2246","09/07/1913 12:24:00"," -2.8145","0",""
"2247","09/07/1913 12:30:00"," -2.4589","0",""
"2248","09/07/1913 17:53:00","  3.4844","1",""
"2249","10/07/1913 01:10:00"," -2.7637","0",""
"2250","10/07/1913 06:32:00","  3.5987","1",""
"2251","10/07/1913 13:10:00"," -2.3827","0",""
"2252","10/07/1913 18:40:00","  3.3828","1",""
"2253","11/07/1913 01:50:00"," -2.6367","0",""
"2254","11/07/1913 07:19:00","  3.4336","1",""
"2255","11/07/1913 13:52:00"," -2.2811","0",""
"2256","11/07/1913 19:30:00","  3.1542","1",""
"2257","12/07/1913 02:38:00"," -2.5478","0",""
"2258","12/07/1913 08:23:00","  3.0907","1",""
"2259","12/07/1913 14:40:00"," -2.1541","0",""
"2260","12/07/1913 20:30:00","  2.9764","1",""
"2261","13/07/1913 03:32:00"," -2.4335","0",""
"2262","13/07/1913 09:20:00","  2.9256","1",""
"2263","13/07/1913 15:37:00"," -2.0779","0",""
"2264","13/07/1913 21:40:00","  2.9510","1",""
"2265","14/07/1913 04:30:00"," -2.2557","0",""
"2266","14/07/1913 10:33:00","  2.9256","1",""
"2267","14/07/1913 16:50:00"," -1.9763","0",""
"2268","14/07/1913 22:55:00","  3.1034","1",""
"2269","15/07/1913 05:38:00"," -2.1160","0",""
"2270","15/07/1913 11:38:00","  3.1034","1",""
"2271","15/07/1913 18:10:00"," -2.0271","0",""
"2272","16/07/1913 06:42:00"," -2.1160","0",""
"2273","16/07/1913 12:05:00","  3.2304","1",""
"2274","16/07/1913 12:35:00","  3.1034","1",""
"2275","16/07/1913 19:20:00"," -2.2557","0",""
"2276","17/07/1913 01:04:00","  3.2558","1",""
"2277","17/07/1913 07:50:00"," -2.3065","0",""
"2278","17/07/1913 13:30:00","  3.1034","1",""
"2279","17/07/1913 20:20:00"," -2.4843","0",""
"2280","18/07/1913 01:55:00","  3.4082","1",""
"2281","18/07/1913 08:40:00"," -2.3065","0",""
"2282","18/07/1913 14:10:00","  3.3447","1",""
"2283","18/07/1913 21:10:00"," -2.4843","0",""
"2284","19/07/1913 02:37:00","  3.5352","1",""
"2285","19/07/1913 09:27:00"," -2.3827","0",""
"2286","19/07/1913 14:58:00","  3.4336","1",""
"2287","19/07/1913 21:55:00"," -2.4843","0",""
"2288","20/07/1913 03:14:00","  3.6114","1",""
"2289","20/07/1913 09:56:00"," -2.3065","0",""
"2290","20/07/1913 15:30:00","  3.7892","1",""
"2291","20/07/1913 22:35:00"," -2.3954","0",""
"2292","21/07/1913 03:50:00","  3.6114","1",""
"2293","21/07/1913 10:32:00"," -2.3065","0",""
"2294","21/07/1913 16:03:00","  3.4336","1",""
"2295","21/07/1913 23:03:00"," -2.5859","0",""
"2296","22/07/1913 04:30:00","  3.4336","1",""
"2297","22/07/1913 10:50:00"," -2.1033","0",""
"2298","22/07/1913 16:33:00","  3.5352","1",""
"2299","22/07/1913 23:25:00"," -2.3573","0",""
"2300","23/07/1913 05:05:00","  3.5860","1",""
"2301","23/07/1913 11:10:00"," -1.7224","0",""
"2302","23/07/1913 17:10:00","  3.4590","1",""
"2303","24/07/1913 05:38:00","  3.3066","1",""
"2304","24/07/1913 12:03:00"," -2.4335","0",""
"2305","24/07/1913 12:05:00"," -2.2303","0",""
"2306","24/07/1913 17:33:00","  3.2812","1",""
"2307","25/07/1913 06:06:00","  3.1034","1",""
"2308","25/07/1913 12:23:00"," -2.1033","0",""
"2309","25/07/1913 12:26:00"," -2.4081","0",""
"2310","25/07/1913 18:08:00","  3.0526","1",""
"2311","26/07/1913 01:00:00"," -2.3319","0",""
"2312","26/07/1913 06:48:00","  2.8875","1",""
"2313","26/07/1913 13:00:00"," -2.1033","0",""
"2314","26/07/1913 18:43:00","  2.7224","1",""
"2315","27/07/1913 01:20:00"," -2.2049","0",""
"2316","27/07/1913 07:30:00","  2.6208","1",""
"2317","27/07/1913 13:32:00"," -1.9382","0",""
"2318","27/07/1913 19:40:00","  2.5700","1",""
"2319","28/07/1913 01:57:00"," -2.0779","0",""
"2320","28/07/1913 08:20:00","  2.4176","1",""
"2321","28/07/1913 14:30:00"," -1.8747","0",""
"2322","28/07/1913 20:45:00","  2.4938","1",""
"2323","29/07/1913 03:02:00"," -1.9763","0",""
"2324","29/07/1913 09:42:00","  2.4684","1",""
"2325","29/07/1913 15:33:00"," -1.7224","0",""
"2326","29/07/1913 22:02:00","  2.5827","1",""
"2327","30/07/1913 04:20:00"," -1.9509","0",""
"2328","30/07/1913 11:00:00","  2.5954","1",""
"2329","30/07/1913 17:20:00"," -1.9763","0",""
"2330","30/07/1913 23:22:00","  2.7986","1",""
"2331","31/07/1913 05:46:00"," -2.0017","0",""
"2332","31/07/1913 12:10:00","  3.1034","1",""
"2333","31/07/1913 18:40:00"," -2.0779","0",""
"2334","01/08/1913 06:57:00"," -2.1033","0",""
"2335","01/08/1913 12:30:00","  3.2304","1",""
"2336","01/08/1913 13:03:00","  3.2812","1",""
"2337","01/08/1913 19:50:00"," -2.3319","0",""
"2338","02/08/1913 01:32:00","  3.4082","1",""
"2339","02/08/1913 08:18:00"," -2.4335","0",""
"2340","02/08/1913 13:52:00","  3.3828","1",""
"2341","02/08/1913 21:05:00"," -2.7002","0",""
"2342","03/08/1913 02:15:00","  3.7130","1",""
"2343","03/08/1913 09:10:00"," -2.4843","0",""
"2344","03/08/1913 14:36:00","  3.6622","1",""
"2345","03/08/1913 22:00:00"," -2.8526","0",""
"2346","04/08/1913 03:02:00","  3.9162","1",""
"2347","04/08/1913 10:02:00"," -2.5097","0",""
"2348","04/08/1913 15:18:00","  4.0178","1",""
"2349","04/08/1913 22:45:00"," -2.7637","0",""
"2350","05/08/1913 03:50:00","  4.0559","1",""
"2351","05/08/1913 10:50:00"," -2.5605","0",""
"2352","05/08/1913 16:00:00","  3.9543","1",""
"2353","05/08/1913 23:37:00"," -3.0177","0",""
"2354","06/08/1913 04:35:00","  3.9670","1",""
"2355","06/08/1913 11:34:00"," -2.6367","0",""
"2356","06/08/1913 16:36:00","  4.0178","1",""
"2357","07/08/1913 05:18:00","  3.9670","1",""
"2358","07/08/1913 12:15:00"," -2.5478","0",""
"2359","07/08/1913 12:18:00"," -2.8399","0",""
"2360","07/08/1913 17:20:00","  3.7257","1",""
"2361","08/08/1913 06:00:00","  3.7638","1",""
"2362","08/08/1913 12:40:00"," -2.3319","0",""
"2363","08/08/1913 12:53:00"," -2.8653","0",""
"2364","08/08/1913 18:05:00","  3.7130","1",""
"2365","09/08/1913 01:25:00"," -2.6621","0",""
"2366","09/08/1913 06:45:00","  3.3955","1",""
"2367","09/08/1913 13:20:00"," -2.3319","0",""
"2368","09/08/1913 18:50:00","  3.3320","1",""
"2369","10/08/1913 01:52:00"," -2.4335","0",""
"2370","10/08/1913 07:32:00","  3.0780","1",""
"2371","10/08/1913 13:50:00"," -2.0525","0",""
"2372","10/08/1913 19:52:00","  3.0526","1",""
"2373","11/08/1913 02:36:00"," -2.2049","0",""
"2374","11/08/1913 08:38:00","  2.6970","1",""
"2375","11/08/1913 14:43:00"," -1.9255","0",""
"2376","11/08/1913 21:00:00","  2.7986","1",""
"2377","12/08/1913 03:30:00"," -1.9001","0",""
"2378","12/08/1913 10:00:00","  2.7478","1",""
"2379","12/08/1913 16:20:00"," -1.7732","0",""
"2380","12/08/1913 22:32:00","  2.7986","1",""
"2381","13/08/1913 05:10:00"," -1.9763","0",""
"2382","13/08/1913 11:28:00","  2.5446","1",""
"2383","13/08/1913 12:00:00","  2.9256","1",""
"2384","13/08/1913 17:58:00"," -2.2303","0",""
"2385","14/08/1913 06:28:00"," -2.0271","0",""
"2386","14/08/1913 12:33:00","  2.9510","1",""
"2387","14/08/1913 19:05:00"," -2.2049","0",""
"2388","15/08/1913 01:00:00","  3.1923","1",""
"2389","15/08/1913 07:35:00"," -2.1287","0",""
"2390","15/08/1913 13:22:00","  3.1288","1",""
"2391","15/08/1913 20:13:00"," -2.4843","0",""
"2392","16/08/1913 01:50:00","  3.3320","1",""
"2393","16/08/1913 08:29:00"," -2.3319","0",""
"2394","16/08/1913 14:00:00","  3.2558","1",""
"2395","16/08/1913 21:00:00"," -2.5859","0",""
"2396","17/08/1913 02:26:00","  3.4336","1",""
"2397","17/08/1913 09:02:00"," -2.3319","0",""
"2398","17/08/1913 14:38:00","  3.5098","1",""
"2399","17/08/1913 21:38:00"," -2.5859","0",""
"2400","18/08/1913 03:00:00","  3.6114","1",""
"2401","18/08/1913 09:40:00"," -2.3319","0",""
"2402","18/08/1913 15:10:00","  3.5352","1",""
"2403","18/08/1913 22:12:00"," -2.6875","0",""
"2404","19/08/1913 03:33:00","  3.5098","1",""
"2405","19/08/1913 10:15:00"," -2.4843","0",""
"2406","19/08/1913 15:37:00","  3.4844","1",""
"2407","19/08/1913 22:45:00"," -2.6875","0",""
"2408","20/08/1913 04:00:00","  3.4844","1",""
"2409","20/08/1913 10:40:00"," -2.4335","0",""
"2410","20/08/1913 16:05:00","  3.5352","1",""
"2411","20/08/1913 23:15:00"," -2.6621","0",""
"2412","21/08/1913 04:27:00","  3.3828","1",""
"2413","21/08/1913 11:10:00"," -2.4843","0",""
"2414","21/08/1913 16:30:00","  3.4082","1",""
"2415","21/08/1913 23:42:00"," -2.7383","0",""
"2416","22/08/1913 04:56:00","  3.1923","1",""
"2417","22/08/1913 11:42:00"," -2.6113","0",""
"2418","22/08/1913 17:00:00","  3.2050","1",""
"2419","22/08/1913 23:45:00"," -2.5097","0",""
"2420","23/08/1913 05:21:00","  3.2177","1",""
"2421","23/08/1913 12:00:00"," -2.2811","0",""
"2422","23/08/1913 17:23:00","  3.2304","1",""
"2423","24/08/1913 05:52:00","  3.0399","1",""
"2424","24/08/1913 12:12:00"," -2.3573","0",""
"2425","24/08/1913 12:22:00"," -2.2303","0",""
"2426","24/08/1913 18:00:00","  2.9510","1",""
"2427","25/08/1913 06:30:00","  2.7732","1",""
"2428","25/08/1913 12:33:00"," -2.1795","0",""
"2429","25/08/1913 12:45:00"," -1.9509","0",""
"2430","25/08/1913 18:42:00","  2.6208","1",""
"2431","26/08/1913 01:00:00"," -2.0271","0",""
"2432","26/08/1913 07:23:00","  2.3668","1",""
"2433","26/08/1913 13:32:00"," -1.8239","0",""
"2434","26/08/1913 19:48:00","  2.3668","1",""
"2435","27/08/1913 01:53:00"," -1.7732","0",""
"2436","27/08/1913 08:42:00","  2.2145","1",""
"2437","27/08/1913 14:52:00"," -1.6208","0",""
"2438","27/08/1913 21:22:00","  2.4176","1",""
"2439","28/08/1913 03:35:00"," -1.5954","0",""
"2440","28/08/1913 10:20:00","  2.4176","1",""
"2441","28/08/1913 16:50:00"," -1.9001","0",""
"2442","28/08/1913 23:07:00","  2.7478","1",""
"2443","29/08/1913 05:33:00"," -1.9509","0",""
"2444","29/08/1913 11:50:00","  2.7986","1",""
"2445","29/08/1913 18:28:00"," -2.2049","0",""
"2446","30/08/1913 12:22:00","  3.1796","1",""
"2447","30/08/1913 12:38:00","  3.2050","1",""
"2448","30/08/1913 17:03:00"," -2.1795","0",""
"2449","30/08/1913 19:50:00"," -2.5097","0",""
"2450","31/08/1913 01:10:00","  3.6114","1",""
"2451","31/08/1913 08:07:00"," -2.3319","0",""
"2452","31/08/1913 13:34:00","  3.6114","1",""
"2453","31/08/1913 20:55:00"," -2.6621","0",""
"2454","01/09/1913 02:00:00","  3.9416","1",""
"2455","01/09/1913 09:10:00"," -2.4843","0",""
"2456","01/09/1913 14:17:00","  3.8527","1",""
"2457","01/09/1913 21:53:00"," -2.8399","0",""
"2458","02/09/1913 02:45:00","  4.1575","1",""
"2459","02/09/1913 10:00:00"," -2.5351","0",""
"2460","02/09/1913 14:56:00","  4.0940","1",""
"2461","02/09/1913 22:38:00"," -2.8399","0",""
"2462","03/09/1913 03:30:00","  4.1956","1",""
"2463","03/09/1913 10:40:00"," -2.6367","0",""
"2464","03/09/1913 15:40:00","  4.0940","1",""
"2465","03/09/1913 23:22:00"," -2.9415","0",""
"2466","04/09/1913 04:13:00","  4.1829","1",""
"2467","04/09/1913 11:16:00"," -2.5224","0",""
"2468","04/09/1913 16:23:00","  4.1194","1",""
"2469","04/09/1913 23:50:00"," -2.7764","0",""
"2470","05/09/1913 04:58:00","  4.0686","1",""
"2471","05/09/1913 11:43:00"," -2.4335","0",""
"2472","05/09/1913 17:00:00","  3.9543","1",""
"2473","06/09/1913 05:37:00","  3.7892","1",""
"2474","06/09/1913 12:05:00"," -2.2811","0",""
"2475","06/09/1913 12:20:00"," -2.6113","0",""
"2476","06/09/1913 17:37:00","  3.7892","1",""
"2477","07/09/1913 06:10:00","  3.3320","1",""
"2478","07/09/1913 12:29:00"," -2.3573","0",""
"2479","07/09/1913 12:32:00"," -2.1795","0",""
"2480","07/09/1913 18:23:00","  3.2558","1",""
"2481","08/09/1913 07:00:00","  2.6716","1",""
"2482","08/09/1913 12:55:00"," -2.2557","0",""
"2483","08/09/1913 13:05:00"," -2.1287","0",""
"2484","08/09/1913 18:52:00","  2.7732","1",""
"2485","09/09/1913 01:36:00"," -1.9509","0",""
"2486","09/09/1913 07:50:00","  2.2145","1",""
"2487","09/09/1913 13:50:00"," -1.8747","0",""
"2488","09/09/1913 20:42:00","  2.6462","1",""
"2489","10/09/1913 02:52:00"," -1.4176","0",""
"2490","10/09/1913 09:15:00","  2.0875","1",""
"2491","10/09/1913 15:32:00"," -1.8239","0",""
"2492","10/09/1913 22:23:00","  2.4684","1",""
"2493","11/09/1913 04:55:00"," -1.9763","0",""
"2494","11/09/1913 11:12:00","  2.3414","1",""
"2495","11/09/1913 17:30:00"," -2.1795","0",""
"2496","11/09/1913 23:46:00","  2.8748","1",""
"2497","12/09/1913 06:12:00"," -1.9763","0",""
"2498","12/09/1913 12:07:00","  2.4430","1",""
"2499","12/09/1913 18:48:00"," -2.4843","0",""
"2500","13/09/1913 07:05:00"," -1.9509","0",""
"2501","13/09/1913 12:47:00","  3.2304","1",""
"2502","13/09/1913 12:50:00","  3.2685","1",""
"2503","13/09/1913 19:45:00"," -2.3319","0",""
"2504","14/09/1913 01:26:00","  3.4844","1",""
"2505","14/09/1913 07:58:00"," -2.1541","0",""
"2506","14/09/1913 13:25:00","  3.2812","1",""
"2507","14/09/1913 20:43:00"," -2.6113","0",""
"2508","15/09/1913 01:58:00","  3.3574","1",""
"2509","15/09/1913 08:38:00"," -2.4335","0",""
"2510","15/09/1913 14:03:00","  3.4336","1",""
"2511","15/09/1913 21:15:00"," -2.6875","0",""
"2512","16/09/1913 02:30:00","  3.6114","1",""
"2513","16/09/1913 09:16:00"," -2.3954","0",""
"2514","16/09/1913 14:35:00","  3.6876","1",""
"2515","16/09/1913 21:42:00"," -2.5605","0",""
"2516","17/09/1913 02:53:00","  3.6876","1",""
"2517","17/09/1913 09:47:00"," -2.4081","0",""
"2518","17/09/1913 15:00:00","  3.7638","1",""
"2519","17/09/1913 22:13:00"," -2.6367","0",""
"2520","18/09/1913 03:24:00","  3.6876","1",""
"2521","18/09/1913 10:10:00"," -2.3827","0",""
"2522","18/09/1913 15:27:00","  3.7638","1",""
"2523","18/09/1913 22:42:00"," -2.6113","0",""
"2524","19/09/1913 03:50:00","  3.5860","1",""
"2525","19/09/1913 10:40:00"," -2.4843","0",""
"2526","19/09/1913 15:55:00","  3.6622","1",""
"2527","19/09/1913 23:05:00"," -2.6367","0",""
"2528","20/09/1913 04:15:00","  3.4971","1",""
"2529","20/09/1913 11:08:00"," -2.4335","0",""
"2530","20/09/1913 16:28:00","  3.5098","1",""
"2531","20/09/1913 23:24:00"," -2.4589","0",""
"2532","21/09/1913 04:40:00","  3.3574","1",""
"2533","21/09/1913 11:20:00"," -2.2811","0",""
"2534","21/09/1913 17:00:00","  3.3066","1",""
"2535","21/09/1913 23:40:00"," -2.3319","0",""
"2536","22/09/1913 05:20:00","  3.0018","1",""
"2537","22/09/1913 11:52:00"," -2.2303","0",""
"2538","22/09/1913 17:32:00","  3.0018","1",""
"2539","22/09/1913 23:53:00"," -2.2303","0",""
"2540","23/09/1913 05:55:00","  2.6970","1",""
"2541","23/09/1913 12:03:00"," -1.9763","0",""
"2542","23/09/1913 18:12:00","  2.6462","1",""
"2543","24/09/1913 06:39:00","  2.2653","1",""
"2544","24/09/1913 12:20:00"," -1.7986","0",""
"2545","24/09/1913 12:30:00"," -1.6716","0",""
"2546","24/09/1913 19:12:00","  2.4938","1",""
"2547","25/09/1913 01:10:00"," -1.6208","0",""
"2548","25/09/1913 08:10:00","  2.0367","1",""
"2549","25/09/1913 14:00:00"," -1.6462","0",""
"2550","25/09/1913 21:00:00","  2.4176","1",""
"2551","26/09/1913 03:47:00"," -1.7224","0",""
"2552","26/09/1913 10:00:00","  2.0621","1",""
"2553","26/09/1913 16:20:00"," -2.0017","0",""
"2554","26/09/1913 22:40:00","  2.8875","1",""
"2555","27/09/1913 05:30:00"," -1.8747","0",""
"2556","27/09/1913 11:30:00","  2.7986","1",""
"2557","27/09/1913 18:15:00"," -2.2938","0",""
"2558","28/09/1913 06:46:00"," -2.1287","0",""
"2559","28/09/1913 12:04:00","  3.3066","1",""
"2560","28/09/1913 12:30:00","  3.2050","1",""
"2561","28/09/1913 19:41:00"," -2.6367","0",""
"2562","29/09/1913 01:02:00","  3.5987","1",""
"2563","29/09/1913 07:57:00"," -2.4208","0",""
"2564","29/09/1913 13:14:00","  3.0272","1",""
"2565","29/09/1913 20:43:00"," -2.8399","0",""
"2566","30/09/1913 01:42:00","  3.9289","1",""
"2567","30/09/1913 08:40:00"," -2.5351","0",""
"2568","30/09/1913 13:55:00","  3.9416","1",""
"2569","30/09/1913 21:36:00"," -2.8907","0",""
"2570","01/10/1913 02:27:00","  4.1956","1",""
"2571","01/10/1913 09:24:00"," -2.4716","0",""
"2572","01/10/1913 14:30:00","  4.2337","1",""
"2573","01/10/1913 22:20:00"," -2.9796","0",""
"2574","02/10/1913 03:08:00","  4.1702","1",""
"2575","02/10/1913 10:18:00"," -2.7002","0",""
"2576","02/10/1913 15:12:00","  4.2464","1",""
"2577","02/10/1913 22:58:00"," -2.9288","0",""
"2578","03/10/1913 03:42:00","  4.0813","1",""
"2579","03/10/1913 10:53:00"," -2.7129","0",""
